Genusspecies Amazon fishbase;Genusspecies base morpho;EdHd;MoBd;JlHd;EhBd;BlBd;HdBd;PFiBd;PFlBl;CFdCPd;Length
Leporinus.klausewitzi;Leporinus.klausewitzi;0,3446255148;0,4835206771;0,184458738;0,5115075477;3,1444366072;0,5059762067;0,2035790778;0,1704876833;2,4608923063;21,1937
Leporinus.maculatus;Leporinus.maculatus;0,4860976084;0,4181474681;0,2682286603;0,5414118575;4,1579083142;0,5463057103;0,2733121899;0,1371632324;3,3802983799;20
Leporinus.melanostictus;Leporinus.melanostictus;0,3850422693;0,5857483168;0,3331840899;0,5760393534;3,0453818557;0,5631784883;0,2783107134;0,1801184087;2,7200654474;28
Leporinus.moralesi;Leporinus.moralesi;0,4941176471;0,3542317568;0,5145617647;0,4490430955;3,9594912531;0,5375868045;0,2656311269;0,1439798834;2,7237947887;30
Leporinus.multifasciatus;Leporinus.multifasciatus;0,5061962167;0,3520879696;0,266465438;0,362106733;3,912300912;0,4654972291;0,1550639263;0,1221193377;3,9286428571;17,411
Leporinus.nattereri;Leporinus.nattereri;0,4123949434;0,5202446732;0,3745996566;0,4268102468;3,4260901559;0,5501902065;0,1999474386;0,1124831531;2,8321856042;14,036
Leporinus.niceforoi;Leporinus.niceforoi;0,5154784814;0,5072679739;0,3826182716;0,5769019608;5,0976013072;0,5875751634;0,2549869281;0,1505321611;2,764418286;9,4604
Leporinus.nigrotaeniatus;Leporinus.nigrotaeniatus;0,4493223939;0,3244144833;0,2963498036;0,4247071451;4,5446077636;0,5371753886;0,1816298716;0,1199371316;3,5463917526;40
Leporinus.obtusidens;Leporinus.obtusidens;0,3229252345;0,4035663642;0,2520328589;0,4746190605;3,2295063155;0,3936320194;0,2335431677;0,1421308975;2,4201362969;76
Leporinus.octofasciatus;Leporinus.octofasciatus;0,3979161534;0,433533945;0,2291216833;0,5080050233;3,431214444;0,4735556303;0,2632908091;0,170294;2,2167333333;24
Leporinus.octomaculatus;Leporinus.octomaculatus;0,4414668265;0,3423001138;0,2861310951;0,4302953163;3,9060201447;0,6124172368;0,2079942234;0,1640101893;2,795955832;7
Leporinus.ortomaculatus;Leporinus.ortomaculatus;0,4706118073;0,3881050946;0,3125967964;0,4537306438;3,4896213704;0,4507478862;0,2328552459;0,1770901532;1,8196546016;12,979
Leporinus.pachyurus;;;;;;;;;;;
Leporinus.parae;Leporinus.parae;0,4303531914;0,4535892862;0,342855227;0,4152564304;3,0685092932;0,482411712;0,1551105853;0,1732692577;2,0661452005;23
Leporinus.paralternus;;;;;;;;;;;
Leporinus.pearsoni;Leporinus.pearsoni;0,4654643239;0,3412302424;0,2049895816;0,4278292563;4,0121466415;0,5219308237;0,1966095218;0,1666755189;2,2774722731;12,53
Leporinus.pellegrinii;Leporinus.pellegrinii;0,552375844;0,3650399005;0,2464188805;0,3861531058;4,2693287083;0,6354814132;0,1560632795;0,1374240649;3,4926754442;12
Leporinus.pitingai;Leporinus.pitingai;0,5164520744;0,5765481222;0,3202581761;0,4925532538;3,5244762531;0,3914767806;0,1906262821;0,1667362641;2,3027992761;32
Leporinus.reinhardti;Leporinus.reinhardti;0,3370105263;0,4269080343;0,2543789474;0,4682349597;3,4264974496;0,5000710627;0,1911640075;0,1613046938;2,4682500113;17
Leporinus.reticulatus;Leporinus.reticulatus;0,3991166219;0,2374514295;0,2445919698;0,499964908;4,1089701463;0,4795860423;0,2382170726;0,1385117771;2,9632060208;7
Leporinus.sexstriatus;Leporinus.sexstriatus;0,3805662736;0,4594838871;0,2405956198;0,5979367949;4,3009474537;0,5734899956;0,3175902263;0,1671258447;2,6882212169;8
Leporinus.steyermarki;Leporinus.steyermarki;0,5381057032;0,4765814493;0,2718959873;0,561366614;3,386407767;0,4371888333;0,2711526187;0,1573561157;2,1655839094;30
Leporinus.striatus;Leporinus.striatus;0,5624824224;0,330854855;0,1440501859;0,4786959391;3,7872339302;0,450539839;0,239368208;0,1949566938;3,256520758;25
Leporinus.subniger;Leporinus.subniger;0,4010098372;0,5043982781;0,25798729;0,5312317852;3,4241116548;0,6142616508;0,2877890965;0,1630091547;2,7921647225;9,913
Leporinus.taeniofasciatus;Leporinus.taeniofasciatus;0,4653466423;0,5204573463;0,3313971314;0,5339091761;2,9428447785;0,4753283727;0,2238275266;0,180936375;2,8071572957;13
Leporinus.trifasciatus;Leporinus.trifasciatus;0,3393939394;0,4582273615;0,1855181818;0,5499685866;3,7624830252;0,5873317873;0,237196612;0,1632630085;2,3158520601;16,4199
Leporinus.trimaculatus;Leporinus.trimaculatus;0,4497065649;0,4824770303;0,3358055602;0,4864148715;2,7520565797;0,4138689635;0,218883852;0,1804670884;2,8293857397;23
Leporinus.uatumaensis;Leporinus.uatumaensis;0,3077327204;0,4464440061;0,2926120506;0,4747382963;3,8815998463;0,4499752517;0,2013105502;0,140158919;2,7382319452;10
Leporinus.unitaeniatus;;;;;;;;;;;
Leporinus.vanzoi;;;;;;;;;;;
Leporinus.wolfei;Leporinus.wolfei;0,3542936551;0,631724875;0,3235006159;0,6087642639;3,4583508849;0,5972085128;0,2714344095;0,1666393973;2,4430553341;30
Leptagoniates.pi;Leptagoniates.pi;0,6349510319;0,5310401921;0,490929717;0,4797673745;2,8116478331;0,397710998;0,2231466534;0,1343229309;4,1141931596;3
Leptagoniates.steindachneri;Leptagoniates.steindachneri;0,5996664355;0,5409526596;0,3636102418;0,452636111;4,3938724875;0,4418283733;0,1877085444;0,1703086282;2,8138815742;8
Lepthoplosternum.altamazonicum;Lepthoplosternum.altamazonicum;0,3379948456;0,0601211595;0,1449997888;0,360743047;3,5800770722;0,571259624;0,1961962687;0,2696629213;1,3683490343;5
Lepthoplosternum.beni;Lepthoplosternum.beni;0,3338761905;0,1382665062;0,2492634921;0,3909927048;3,6829168157;0,4268153881;0,1998430945;0,1709341995;1,3119141464;5
Lepthoplosternum.stellatum;;;;;;;;;;;
Lepthoplosternum.ucamara;;;;;;;;;;;
Leptobrycon.jatuaranae;Leptobrycon.jatuaranae;0,6222484356;0,5503688217;0,7407580851;0,5240118369;3,2057119236;0,5895297318;0,2008709057;0,1658569852;3,1214946094;3
Leptocharacidium.omospilus;Leptocharacidium.omospilus;0,4502139094;0,3486233637;0,1908310139;0,5059286663;4,4386027319;0,4309804433;0,1739075444;0,2785863249;2,4295256164;7
Leptodoras.acipenserinus;Leptodoras.acipenserinus;0,2507307692;0;0,0773022968;0,5169775281;6,1798202247;0,5842696629;0;0,1826332172;3,5217391304;20
Leptodoras.cataniai;;;;;;;;;;;
Leptodoras.copei;Leptodoras.copei;0,2770145329;0;0,0096122846;0,5678556701;5,3608350515;0,7526494845;0;0,1940303961;3,1769642857;14
Leptodoras.hasemani;Leptodoras.hasemani;0,339409789;0;0,0083196463;0,5906740685;5,1896799627;0,7427798779;0;0,2132253241;4,7677428143;17
Leptodoras.juruensis;Leptodoras.juruensis;0,2766956522;0;0,0105722835;0,5653484429;8,1009462808;0,6665990407;0;0,1681883718;2,88;29
Leptodoras.linnelli;Leptodoras.linnelli;0,4218439755;0;-1,11577413974828E-16;0,5570824742;5,3712886598;0,7528556701;0;0,2442616815;3,9285980072;23
Leptodoras.marki;;;;;;;;;;;
Leptodoras.myersi;Leptodoras.myersi;0,3185580181;0;0,0023089795;0,6307260274;7,1654383562;0,7398493151;0;0,2248579081;3,2635789474;8
Leptodoras.nelsoni;;;;;;;;;;;
Leptodoras.oyakawai;;;;;;;;;;;
Leptodoras.praelongus;Leptodoras.praelongus;0,3440128205;0;0,0109742761;0,5818909091;4,8818545455;0,7090909091;0;0,2049500562;5,453727988;18
Leptorhamdia.essequibensis;;;;;;;;;;;
Leptorhamdia.marmorata;Leptorhamdia.marmorata;0,5452005101;0,6738779195;0,3754683293;0,9498993079;8,5090808083;0,8167635008;0,4766371149;0,1400361479;1,4758164334;16,235
Leptorhamdia.schultzi;;;;;;;;;;;
Limatulichthys.griseus;Limatulichthys.griseus;0,3070169177;0;0;0,5985306426;11,9734027713;0,6513996094;0;0,1264524272;6,9297129119;18
Liosomadoras.morrowi;Liosomadoras.morrowi;0,2217592491;0,350772385;0,1250246716;0,4134772223;2,7619872439;0,4605424622;0,1589360832;0,1735794068;2,1902089134;36,629
Liosomadoras.oncinus;Liosomadoras.oncinus;0,2258787152;0,3821610203;0,2494320692;0,4586808544;3,7955402551;0,4959549331;0,1245442454;0,2296395854;3,2692884615;17
Lipopterichthys.carrioni;Lipopterichthys.carrioni;0,183184645;0;0;0,7775901639;6,6722131148;0,8250655738;0;0,2637215759;2,4912715369;8
Lithodoras.dorsalis;Lithodoras.dorsalis;0,4139872652;0,1602372505;0,4370814911;0,3395803088;4,4720710509;0,4425855336;0,0802117864;0,2590344818;4,0833610599;100
Lithoxus.bovallii;Lithoxus.bovallii;0,3836896752;0;0;0,6300485024;7,2066294279;0,6542192492;0;0,2264744346;2,2051712362;4
Lonchogenys.ilisha;Lonchogenys.ilisha;0,6688707033;0,6686642054;0,4434739427;0,7115018255;3,0595386216;0,599681808;0,2609827238;0,174916;3,428364619;6
Loricaria.birindellii;;;;;;;;;;;
Loricaria.cataphracta;Loricaria.cataphracta;0,4386014354;0;0;0,5764108339;8,6636866116;0,6116314078;0;0,1310953126;15,4520607375;30
Loricaria.clavipinna;Loricaria.clavipinna;0,4294565901;0;0;0,6211325878;10,0760682656;0,6990238542;0;0,1746421782;11,2182427209;18
Loricaria.lundbergi;;;;;;;;;;;
Loricaria.pumila;;;;;;;;;;;
Loricaria.simillima;Loricaria.simillima;0,2525993884;0;0;0,54865625;8,7863020833;0,7153125;0;0,1683918505;11,1803333333;18
Loricaria.spinulifera;;;;;;;;;;;
Loricariichthys.acutus;Loricariichthys.acutus;0,3299802684;0,2792817079;0,3527370953;0,5287301891;4,7559646934;0,5469018774;0,2556209592;0,1837787455;2,551867315;20
Loricariichthys.cashibo;Loricariichthys.cashibo;0,3229562619;0,2473559274;0,2989221294;0,5485191714;4,7033467084;0,5612304997;0,2290775266;0,1996909471;2,5904593128;13
Loricariichthys.chanjoo;Loricariichthys.chanjoo;0,2238383206;0;0;0,6162029992;8,4019405101;0,7484490226;0;0,1648854489;6,4677702181;23
Loricariichthys.hauxwelli;Loricariichthys.hauxwelli;0,3458068839;0,2227389632;0,3070280937;0,5362859327;4,5822246955;0,5527842127;0,2015370273;0,2116681258;2,7620435218;18
Loricariichthys.maculatus;Loricariichthys.maculatus;0,3582318261;0;0;0,4583333333;8,3756458333;0,5347638889;0;0,1410803313;8,8646921614;23,8182146182
Loricariichthys.nudirostris;Loricariichthys.nudirostris;0,3299802684;0,2792817079;0,3527370953;0,5287301891;4,7559646934;0,5469018774;0,2556209592;0,1837787455;2,551867315;20
Loricariichthys.platymetopon;Loricariichthys.platymetopon;0,29816875;0;0;0,4831498238;8,5230615892;0,4999125153;0;0,1575170546;5,4197419355;30
Loricariichthys.stuebelii;Loricariichthys.stuebelii;0,3259734682;0,3012982704;0,3188533947;0,5477246053;4,5702354958;0,5537508589;0,2489414042;0,1931661767;2,595767886;19
Loricariichthys.ucayalensis;Loricariichthys.ucayalensis;0,3534410224;0;0;0,5074001797;8,8107640734;0,5798272647;0;0,1480064385;9,768036243;22
Luciopimelodus.pati;Luciopimelodus.pati;0,2149855043;0,2972821988;0,6971158652;0,5414792883;5,9951118684;0,5588112064;0,1352336527;0,206505584;4,1597585217;103
Lycengraulis.batesii;Lycengraulis.batesii;0,535726849;0,6133420966;0,8840031659;0,6542791418;3,7981033754;0,4270597625;0,2498755927;0,1521814905;3,3219800982;30
Lycengraulis.grossidens;Lycengraulis.grossidens;0,5052879806;0,5746352549;1,3213043685;0,6305890317;4,641661328;0,5074641299;0,2053693384;0,1844557292;2,8562354436;24
Macropsobrycon.xinguensis;Macropsobrycon.xinguensis;0,5475105885;0,4923549813;0,3466266963;0,5048110966;3,3206388263;0,5459478947;0,1775004551;0,1710568586;3,0887322513;3
Magosternarchus.duccis;Magosternarchus.duccis;0,1423810159;0,6436580037;0,2088054926;0,600211304;6,9172392479;0,4312902484;0,3393083027;0,0722852509;0,5984061728;23
Magosternarchus.raptor;Magosternarchus.raptor;0,1709487179;0,4169236971;0,8973846154;0,48641098;6,2743960175;0,3656238574;0,3442582992;0,0559235347;0;20
Malacoglanis.gelatinosus;Malacoglanis.gelatinosus;0,2834706933;0,2277164509;0,291161947;0,5278726298;5,0047029103;0,5798904301;0,2492418906;0,1917964842;2,1295061613;2
Markiana.nigripinnis;Markiana.nigripinnis;0,4931270151;0,4947763421;0,4966232487;0,455490927;2,1571285719;0,3560189209;0,2277415369;0,2463925082;2,6243517283;10
Mastiglanis.asopos;Mastiglanis.asopos;0,3726357446;0,3176666667;0,671797707;0,6994761905;9,833452381;0,8182380952;0,4759285714;0,1491991622;2,5513745289;3
Megadontognathus.kaitukaensis;Megadontognathus.kaitukaensis;0,1773344504;0,2254917215;0,1831359965;0,4856991186;9,9489744552;0,5789820518;0,4668905994;0,0604747865;0;16
Megalechis.thoracata;Megalechis.thoracata;0,1818181818;0,2133440202;0,1358989899;0,4793168277;3,2886096688;0,5834546408;0,1635382104;0,1147080329;1,7967048889;12
Megalocentor.echthrus;Megalocentor.echthrus;0,308243649;0,2260281876;0,3216888029;0,5384982354;4,7223359785;0,560310623;0,2106610393;0,2011271728;2,3238501651;9
Megalodoras.uranoscopus;Megalodoras.uranoscopus;0,1740415181;0,2295454545;0,3476018817;0,456073534;3,762053987;0,5197564381;0,1132950667;0,2036952273;3,135448177;60
Megalonema.amaxanthum;Megalonema.amaxanthum;0,2692307692;0,3120567376;0,3671282051;0,5319148936;4,7614255319;0,5531914894;0,219858156;0,1805317854;2,0344827586;18,0793
Megalonema.platanum;Megalonema.platanum;0,2858296481;0,1603680253;0,400152565;0,5014246142;5,1943707954;0,5145429363;0,1118025326;0,1516149983;2,1475177997;35
Megalonema.platycephalum;Megalonema.platycephalum;0,3629736842;0,3004793244;0,3289473684;0,6094257122;4,7857314581;0,5709820892;0,2363865849;0,1693406593;2,5;30
Megalonema.xanthum;Megalonema.xanthum;0,3114344283;0,1768677116;0,3471126444;0,429670269;4,9295826703;0,4800167037;0,1804772567;0,1764570424;2,8536820876;49,552
Melanocharacidium.compressus;Melanocharacidium.compressus;0,6664556575;0,4348569369;0,2223363914;0,5624044169;4,1282919336;0,5507609596;0,2284630569;0,2743153387;1,4015379861;3
Melanocharacidium.depressum;Melanocharacidium.depressum;0,5276981899;0,1584294326;0,3024899396;0,5067066632;5,9929655139;0,6773170716;0,2369139481;0,2655057069;2,4426810045;3
Melanocharacidium.dispilomma;Melanocharacidium.dispilomma;0,4548426538;0,2973479578;0,3478509102;0,5593455268;5,3772341988;0,6886960987;0,1374354315;0,1591359699;1,9349279501;5
Melanocharacidium.nigrum;;;;;;;;;;;
Melanocharacidium.pectorale;Melanocharacidium.pectorale;0,4606934735;0,373392295;0,3113577657;0,5600419727;5,8192444911;0,6801319143;0,18;0,2878281347;1,6289057887;4
Melanocharacidium.rex;Melanocharacidium.rex;0,5322158644;0,3977407968;0,5056263428;0,5130912758;4,6604942007;0,4741401916;0,1200302572;0,2142340853;2,191082938;10
Melanorivulus.kayabi;;;;;;;;;;;
Melanorivulus.megaroni;;;;;;;;;;;
Melanorivulus.modestus;Melanorivulus.modestus;0,5836009718;0,6808584514;0,4437455558;0,6186637825;4,5793123084;0,5859579802;0,4862972081;0,1709822166;1,8169368699;4
Melanorivulus.schuncki;;;;;;;;;;;
Melanorivulus.violaceus;Melanorivulus.violaceus;0,5265934517;0,779435973;0,3506461076;0,6568302387;4,6285605748;0,6338589499;0,5392113085;0,1569704405;1,8426782623;5
Melanorivulus.zygonectes;Melanorivulus.zygonectes;0,5878203441;0,6714117861;0,2293148777;0,5500326778;4,5474630991;0,5358919598;0,4433639159;0,1609789829;1,9844932867;4
Mesonauta.acora;Mesonauta.acora;0,4589562025;0,4900891936;0,2130868083;0,6089749687;1,7780184241;0,4463923787;0,4216171919;0,2707613169;1,9357171726;7
Mesonauta.festivus;Mesonauta.festivus;0,3191480427;0,500030693;0,1021777655;0,6460375274;1,887648094;0,6090882118;0,4678439156;0,2853728269;1,7814129784;8
Mesonauta.guyanae;Mesonauta.guyanae;0,2862351608;0,5264032895;0,1219119789;0,6704368499;1,9455142947;0,582113704;0,4370549346;0,2413279403;1,8132797572;10
Mesonauta.insignis;Mesonauta.insignis;0,3701596106;0,3800971429;0,1940768938;0,5457214286;1,9487414286;0,5171514286;0,3571542857;0,2796075709;1,8442044437;9
Mesonauta.mirificus;Mesonauta.mirificus;0,419846257;0,4191443868;0,2538318806;0,507155364;2,1957455047;0,5398764227;0,308480369;0,2661590876;2,2099529505;10
Metynnis.argenteus;Metynnis.argenteus;0,3817422735;0,4947413008;0,2376455864;0,5079679683;1,2003553751;0,2852244937;0,3050525071;0,1561807154;4,1877703027;14
Metynnis.fasciatus;Metynnis.fasciatus;0,2781794907;0,470690266;0,1349467202;0,4413436273;1,3602565617;0,4266776889;0,2200186;0,2130303376;5,7301421405;6
Metynnis.guaporensis;Metynnis.guaporensis;0,4503664332;0,4608510792;0,3317156125;0,5113992702;3,0827266269;0,4900570641;0,2146209995;0,1777562131;2,62780681;15
Metynnis.hypsauchen;Metynnis.hypsauchen;0,2733743524;0,5120578447;0,1008329585;0,5248316024;1,2113606196;0,3787661012;0,2907871196;0,2098738824;5,1580089936;15
Metynnis.lippincottianus;Metynnis.lippincottianus;0,337290335;0,5608434321;0,1429326669;0,5372464519;1,7502754196;0,505646102;0,2822159938;0,1958087269;4,5811226451;13
Metynnis.longipinnis;;;;;;;;;;;
Metynnis.luna;Metynnis.luna;0,3910096637;0,5023255695;0,1926500628;0,449692647;1,4758176508;0,4086543862;0,227428446;0,2023859962;5,008523641;8
Metynnis.maculatus;Metynnis.maculatus;0,3597582776;0,4808714002;0,1509108191;0,474499338;1,7609193976;0,474499338;0,2030081099;0,1748793996;4,7346622933;18
Metynnis.mola;Metynnis.mola;0,3871991795;0,5776030485;0,1171340442;0,6003460364;1,3911676163;0,3856947451;0,3199040398;0,2000106354;3,1094926162;15
Metynnis.polystictus;;;;;;;;;;;
Microcharacidium.eleotrioides;Microcharacidium.eleotrioides;0,4776005349;0,4072177004;0,2916037826;0,5350360183;4,8517167181;0,6121363084;0,3909743662;0,1771972917;2,3413409091;2
Microcharacidium.geryi;Microcharacidium.geryi;0,7077850805;0,4678846516;0,2263849033;0,6266647022;4,6659709092;0,6189704426;0,2276273032;0,2226802822;1,7147531231;2
Microcharacidium.gnomus;Microcharacidium.gnomus;0,5422263702;0,4081740589;0,1903880982;0,5357829774;4,2606665295;0,6122330285;0,2344597421;0,2056554266;1,3432521282;2
Microcharacidium.weitzmani;Microcharacidium.weitzmani;0,6019228395;0,3743072734;0,2518796296;0,5380022573;4,9598603533;0,6315678672;0,128785265;0,2117191879;1,5089455699;1
Microgenys.lativirgata;Microgenys.lativirgata;0,5192892953;0,5085360898;0,3679282846;0,5205512701;3,1727147014;0,5314555029;0,1871710458;0,1773362466;3,0213920801;7
Microgenys.weyrauchi;Microgenys.weyrauchi;0,4317945172;0,4589659924;0,3292559913;0,4940654312;2,8207722521;0,422457032;0,215741469;0,180185383;2,7386245695;28
Microglanis.iheringi;Microglanis.iheringi;0,1728267042;0,3750169762;0,209860998;0,4571580408;4,1217265507;0,4783206873;0,164288034;0,2016387214;2,4334333333;6
Microglanis.parahybae;Microglanis.parahybae;0,1924955868;0,5023014094;0,5370362768;0,6393085473;4,1583971733;0,5789331918;0;0,2075511238;2,0019723866;8
Microglanis.pellopterygius;Microglanis.pellopterygius;0,2749782609;0,4279535678;0,352048913;0,6244313795;4,6259588421;0,6149958722;0,3406274963;0,1878563852;1,8159466642;5
Microglanis.zonatus;Microglanis.zonatus;0,1453685823;0,4593558744;0,1520609975;0,6639209391;4,7049262566;0,6026688071;0,263088191;0,1982065936;1,6600116056;2
Micromischodus.sugillatus;Micromischodus.sugillatus;0,5651600562;0,4625046397;0,3181416378;0,5439445358;4,0961874967;0,4573877194;0,2312556339;0,1408139159;4,0006851852;17
Micromyzon.akamai;Micromyzon.akamai;0,2996748455;0;0,0200339999;0,5755037256;6,0469006118;0,7230484378;0;0,1389500289;2,1002569646;2
Microphilypnus.acangaquara;;;;;;;;;;;
Microphilypnus.amazonicus;Microphilypnus.amazonicus;0,4028519841;0,745707674;0,6906077163;0,8966254569;6,2002968229;0,6986075584;0,8440742104;0,2206288296;1,3287747545;11,245
Microphilypnus.macrostoma;Microphilypnus.macrostoma;0,5304431449;0,2761405079;1,1791189084;0,4285986345;5,8877250783;0,6106037955;0,6763347585;0,1363219547;2,2944838571;32,245
Microphilypnus.ternetzi;Microphilypnus.ternetzi;0,6220658451;0,6538721885;0,430080244;0,599981539;5,99220024;0,6154118335;0,6615642596;0,1966674543;2,284016023;9,698
Micropoecilia.branneri;Micropoecilia.branneri;0,6764033751;0,6597593383;0,3808742529;0,6119106626;3,93892389;0,5095697352;0,6060732734;0,187437973;2,1629069767;4
Micropoecilia.picta;Micropoecilia.picta;0,5298702019;0,6692473698;0,3162303084;0,5160642029;3,5069867818;0,4863231724;0,6759913677;0,188862181;2,1713641488;5
Microschemobrycon.callops;Microschemobrycon.callops;0,5291551038;0,5408257612;0,5674867222;0,5713604336;3,6371751953;0,6135054998;0,2041128647;0,1497815568;2,6781879279;9,2988
Microschemobrycon.casiquiare;Microschemobrycon.casiquiare;0,5795784264;0,4474807259;0,3150068271;0,5339657754;4,1179812226;0,6558367964;0,2014809309;0,1871912168;2,6502819237;4,9178
Microschemobrycon.elongatus;Microschemobrycon.elongatus;0,5432482626;0,5001120343;0,5779034048;0,542779579;4,4085487517;0,6525046147;0,2439604359;0,1497242261;3,6923384615;9,1466
Microschemobrycon.geisleri;Microschemobrycon.geisleri;0,6040526638;0,51856875;0,6366404272;0,51116125;3,47517875;0,54069375;0,185;0,174268374;2,6570185586;14,34
Microschemobrycon.guaporensis;Microschemobrycon.guaporensis;0,4679487179;0,4421874681;0,2493397436;0,4489765376;3,0520030476;0,5306086353;0,1938762321;0,1304108459;2,6523060604;10,112
Microschemobrycon.melanotus;Microschemobrycon.melanotus;0,7004905666;0,6100833902;0,6226701653;0,6245220648;3,5601646208;0,5162657492;0,1877493975;0,1685662055;1,3751483742;4
Microschemobrycon.meyburgi;Microschemobrycon.meyburgi;0,5518281683;0,515989581;0,3706560687;0,5101468198;3,3354963382;0,5592460719;0,1829826924;0,1860950787;2,8565122641;2
Microsternarchus.bilineatus;Microsternarchus.bilineatus;0,2131590432;0,4360937957;0,3419027854;0,5600872066;8,8071866429;0,5226309491;0,3902125902;0,0648061339;0,271866011;12
Mikrogeophagus.altispinosus;Mikrogeophagus.altispinosus;0,3259464312;0,3496333565;0,1348795451;0,5810897607;2,2157951079;0,7154097308;0,3655890382;0,2696502463;2,5703458933;6
Miuroglanis.platycephalus;;;;;;;;;;;
Moema.apurinan;;;;;;;;;;;
Moema.hellneri;;;;;;;;;;;
